k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
28,28.0,29.0,0.0,1.0,1.0,1.0,-0.3134210652047935,0.20795317480095363,-0.3243346561093006,0.21103105118433246,0.3869458278848638,0.14972707371750266,DENY
29,29.0,30.0,0.0,1.0,1.0,1.0,-0.3779045671166572,0.20266110874210894,-0.3976128422500127,0.20550608707513698,0.4475809693754497,0.20032872414706726,DENY
30,30.0,31.0,0.0,1.0,1.0,1.0,-0.39992913478383807,0.19733889125789109,-0.423564569687602,0.19996209462518366,0.4683927667903662,0.21939178398153436,DENY
31,31.0,32.0,0.0,1.0,1.0,1.0,-0.37733885006888634,0.19204682519904642,-0.39695303835497636,0.19446151243802606,0.44202601108863704,0.19538699447893187,DENY
32,32.0,33.0,0.0,1.0,1.0,1.0,-0.31229604090945207,0.18684487178862397,-0.323087565838207,0.18906589790233633,0.3743414069387388,0.14013148894887445,DENY
33,33.0,34.0,0.0,1.0,1.0,1.0,-0.21107017240422987,0.1817919712373589,-0.21429115461273313,0.18383528352719003,0.2823404158365937,0.07971611041478065,DENY
34,34.0,35.0,0.0,1.0,1.0,1.0,-0.08342525122155486,0.1769453749275337,-0.08361960371646607,0.17882756208416767,0.19741209458051365,0.03897153508666566,DENY
35,35.0,36.0,0.0,1.0,1.0,1.0,0.0583343040458742,0.17235999673194036,0.05840060790011877,0.17409790311940823,0.18363199850156364,0.03372071087367827,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.20056594829723096,0.16808779081775901,0.2033221531158818,0.1696982032454552,0.26483462411930564,0.0701373781324139,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.3296217874748636,0.16417716298508425,0.34240388051608067,0.16567657270315947,0.38038026254675167,0.14468914413513573,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.43318141672141675,0.16067242220986788,0.4638063627384091,0.16207686091988083,0.49130973017260215,0.24138525096227514,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5014543869268321,0.15761327860551647,0.5512472113803005,0.15893822409471958,0.5737027515472982,0.329134847132941,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.5281346339770573,0.15503439349143905,0.5875546868333883,0.1562947381275643,0.6079872985402284,0.3696485551862448,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.5330380566940985,0.15296498666644834,0.5943794705227919,0.1541750603979191,0.6140495942736682,0.3770569042276566,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.5381336650064443,0.15142850533676452,0.6015247617952889,0.15260214392909235,0.6205799331146911,0.38511945338463444,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.543363723635814,0.15044235844979964,0.6089161848634914,0.15159300730200767,0.6275024781238527,0.3937593600515763,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.5486689739281113,0.15001771944382739,0.6164750309040661,0.15115856329402214,0.6347364610492154,0.4028903749852822,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.5539893052776542,0.1501593996484625,0.6241188589562737,0.15130350862079903,0.6421970895494975,0.4124171018258453,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.5592644362043557,0.15086579377037396,0.6317622033876338,0.15202627638670935,0.6497964837864284,0.4222354703412061,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.5644345973669811,0.15212889808189975,0.639317397390294,0.1533190519546722,0.6574446488474741,0.43223346629817855,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.569441208773666,0.15393440110647935,0.6466955187403233,0.1551678519969143,0.6650504915058345,0.44229215625215207,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.5742275435166325,0.15626184577340194,0.6538074592670494,0.15755266555716257,0.6725228889914465,0.4522870362174015,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.5787393705107204,0.15908486120459156,0.66056511311668,0.16044765511352566,0.6797718136980093,0.4620897186982811,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.582925568953252,0.16237146150719306,0.6668826711024128,0.16382141494083896,0.6867095113728274,0.4715699530099074,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.5867387075431534,0.1660844081865192,0.6726779995716075,0.16763728357542682,0.6932517219251659,0.4805979499522076,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.5901355818965482,0.17018163207307493,0.6778740728776482,0.17185370690560114,0.6993189224216141,0.4890469552569275,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.5930777040696903,0.17461670998305798,0.6824004195223067,0.1764246483440415,0.704837562213833,0.49679598910753886,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.5955317386427457,0.17933939071158111,0.686194534294062,0.18130004265421018,0.7097412516977317,0.5037326443614629,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.5974698804234191,0.18429616439890256,0.6892032032869203,0.18642629024954574,0.7139718601717857,0.5097558171171599,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.5988701694908933,0.18943086881851876,0.6913836864807537,0.19174678908997397,0.7174804757329861,0.514778233058032,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.5997167400105069,0.19468532571763172,0.6927047042998099,0.19720250158158667,0.7202281818903804,0.5187286339891228,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.6000000000000001,0.2,0.6931471805599455,0.2027325540540822,0.7221866118888477,0.5215535023914931,ROAM
