k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
28,28.0,29.0,0.0,1.0,1.0,1.0,-0.3242538642819006,0.12,-0.3363934959396345,0.12058102840844402,0.35735188333423806,0.1277003685225269,DENY
29,29.0,30.0,0.0,1.0,1.0,1.0,-0.3954999120611121,0.12,-0.4183030872158676,0.12058102840844402,0.4353357981907343,0.18951725718636375,DENY
30,30.0,31.0,0.0,1.0,1.0,1.0,-0.4199716539135353,0.12,-0.4476576067271152,0.12058102840844402,0.4636131116272344,0.2149371172726865,DENY
31,31.0,32.0,0.0,1.0,1.0,1.0,-0.3952736252420037,0.12,-0.4180348697753971,0.12058102840844402,0.43507808122240677,0.18929293676017117,DENY
32,32.0,33.0,0.0,1.0,1.0,1.0,-0.32380385456376404,0.12,-0.3358906947478677,0.12058102840844402,0.35687861133758525,0.12736234323024323,DENY
33,33.0,34.0,0.0,1.0,1.0,1.0,-0.21251934969528352,0.12,-0.21580839091979567,0.12058102840844402,0.24721052971794977,0.061113046003429324,DENY
34,34.0,35.0,0.0,1.0,1.0,1.0,-0.07225553868860513,0.12,-0.07238167948300303,0.12058102840844402,0.1406374485576945,0.019778891936818168,DENY
35,35.0,36.0,0.0,1.0,1.0,1.0,0.08333372161834951,0.12,0.08352743333189185,0.12058102840844402,0.14668543394301842,0.021516616531051618,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.23911181751887545,0.12,0.24383185683469977,0.12058102840844402,0.27201793841490585,0.0739937588194955,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.37993999572353676,0.12,0.3999895206994667,0.12058102840844402,0.4177695549958459,0.17453140108142712,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.4921580048885498,0.12,0.5389041553019741,0.12058102840844402,0.5522295473929045,0.3049574730137722,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5649198399851818,0.12,0.6400297955987939,0.12058102840844402,0.6512894315634731,0.4241779236662719,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.5912538535908228,0.12,0.6795916385924696,0.12058102840844402,0.6902061863362541,0.4763845796568359,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.5932152226776394,0.12,0.6826125815568926,0.12058102840844402,0.6931808717151703,0.4804997209118034,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.5952534660025777,0.12,0.6857634431219453,0.12058102840844402,0.6962839107250026,0.48481128433450343,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.5973454894543255,0.12,0.6890097805144252,0.12058102840844402,0.699481423667973,0.48927426205657426,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.5994675895712445,0.12,0.692315704092126,0.12058102840844402,0.7027380867326134,0.4938408185446141,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.6015957221110616,0.12,0.6956442371109897,0.12058102840844402,0.7060174849377094,0.4984606890377688,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.6037057744817422,0.12,0.6989577050642194,0.12058102840844402,0.7092824951179031,0.5030816578806783,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.6057738389467924,0.12,0.7022181522878425,0.12058102840844402,0.7124956966989973,0.5076501178145895,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.6077764835094663,0.12,0.7053877824323037,0.12058102840844402,0.7156198068924595,0.5121117080168011,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.609691017406653,0.12,0.7084294181987197,0.12058102840844402,0.7186181357170264,0.5164120249814146,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.6114957482042881,0.12,0.7113069744811664,0.12058102840844402,0.7214550549809661,0.5204973963575887,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.6131702275813007,0.12,0.7139859378076497,0.12058102840844402,0.7240964740965855,0.5243157037991071,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.6146954830172613,0.12,0.7164338438098097,0.12058102840844402,0.7265103144265309,0.5278172369681368,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.6160542327586193,0.12,0.7186207434609357,0.12058102840844402,0.7286669728650983,0.5309555573443859,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.6172310816278761,0.12,0.7205196480917779,0.12058102840844402,0.7305397646249912,0.5336883476983375,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.6182126954570982,0.12,0.7221069428066514,0.12058102840844402,0.732105334812967,0.5359782212616065,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.6189879521693676,0.12,0.7233627579472325,0.12058102840844402,0.7333440284048575,0.5377934639970644,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.6195480677963573,0.12,0.7242712887345358,0.12058102840844402,0.7342402087172993,0.5391086840972233,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.6198866960042028,0.12,0.724821054177629,0.12058102840844402,0.7347825154365115,0.5399053449912072,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.62,0.12,0.7250050877529992,0.12058102840844402,0.7349640546855145,0.540172161679772,ROAM
