k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
34,34.0,35.0,0.0,1.0,1.0,1.0,0.5645059169977371,0.13155629994202694,0.6394220678079248,0.13232323075374539,0.6529701510765031,0.4263700181968713,ROAM
35,35.0,36.0,0.0,1.0,1.0,1.0,0.5666674432366994,0.12788799738555226,0.6426002660088477,0.12859213750208714,0.6553403998701725,0.4294710397019975,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.5692066406628037,0.12447023265420719,0.6463484578821168,0.1251190739390117,0.6583472576611423,0.4334211116699465,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.5720947391546006,0.12134173038806739,0.6506312099481817,0.1219425852654337,0.6619599424888583,0.43819096545985253,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.5752990154021523,0.11853793776789429,0.6554075143177299,0.119097867808405,0.6661406097369036,0.4437433119406537,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5787831636752103,0.11609062288441316,0.6606309639943986,0.11661640006917744,0.670844732671624,0.4500326553532627,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.5825077071816458,0.11402751479315124,0.6662499702291192,0.11452561211340613,0.6760215519199463,0.4570051386602526,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.5864304453552788,0.11237198933315867,0.672208029319037,0.11284859666621223,0.6816145835078038,0.46459844045051685,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.5905069320051554,0.1111428042694116,0.678444047192242,0.1116038650943094,0.6875621774607573,0.47274174787457796,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.5946909789086511,0.1103538867598397,0.6848927308091818,0.11080515115825285,0.6937981221064681,0.48135583423846157,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.598935179142489,0.11001417555506189,0.6914850556865858,0.11046126499288865,0.7002522926072501,0.4903532733017098,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.6031914442221232,0.11012751971876998,0.6981488185350161,0.11057599922987191,0.7068513453531255,0.49963882442752355,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.6074115489634845,0.11069263501629914,0.7048092829156885,0.11114808853233443,0.7135194621511866,0.5091100228685186,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.6115476778935849,0.11170311846551978,0.7113899237979505,0.11217122309893572,0.7201791492210566,0.518658006972765,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.6155529670189328,0.11314752088518346,0.7178132738057478,0.1136341159506768,0.7267520955316312,0.5281686083596172,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.619382034813306,0.11500947661872153,0.7240018697175191,0.11552062308043595,0.7331600928251316,0.5375237217113557,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.6229914964085762,0.11726788896367324,0.7298792924669752,0.11780991486248978,0.7393260157819415,0.5466029576119995,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.6263404551626015,0.11989716920575444,0.7353712876489781,0.1204766965220855,0.7451748553885797,0.5552855651033908,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.6293909660345227,0.12286752654921536,0.7404069466813707,0.12349147497885773,0.750634792083663,0.563452591086484,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.6321084655172385,0.12614530565845994,0.7449199217796645,0.12682086901585524,0.7556382882584486,0.5709892226821582,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.6344621632557522,0.12969336798644637,0.7488496413707617,0.13042795948787037,0.7601231729116591,0.577787237997288,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.6364253909141965,0.13347151256926487,0.7521424871960649,0.13427267615468447,0.7640336855186579,0.5837474726072235,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.6379759043387352,0.13743693151912204,0.7547528908390723,0.1383122176805413,0.7673214422845526,0.588782195789646,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.6390961355927146,0.14154469505481498,0.7566443063829719,0.1425015013448131,0.7699462866117963,0.5928172842672944,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.6397733920084054,0.14574826057410536,0.7577900178020202,0.1467936390187655,0.7718769873087017,0.5957940835367577,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.64,0.15,0.7581737446840442,0.1511404359364668,0.7730917529655141,0.5976708585032915,ROAM
