k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
34,34.0,35.0,0.0,1.0,1.0,1.0,0.5612647924943428,0.1269453749275337,0.6346777385231072,0.12763395892787172,0.6473841666649002,0.4191062592484072,ROAM
35,35.0,36.0,0.0,1.0,1.0,1.0,0.5666686080917485,0.12235999673194034,0.6426019818385083,0.12297619841262274,0.6542632898449975,0.4280604524387992,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.5730166016570094,0.118087790817759,0.6520026622126439,0.1186413302678265,0.6627090136553859,0.43918323678009447,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.5802368478865015,0.11417716298508424,0.6628196949193815,0.11467723432735909,0.672666942881835,0.45248081604599394,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.5882475385053808,0.11067242220986787,0.6749820815804786,0.111127625035333,0.6840688265815871,0.46795015950070945,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5969579091880257,0.10761327860551645,0.6884073957486905,0.10803159853143231,0.6968325256492773,0.48557556880275077,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.6062692679541145,0.10503439349143903,0.703001144864584,0.10542322487234079,0.7108619176910519,0.5053246660233999,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.616076113388197,0.10296498666644832,0.7186560084240489,0.10333118995328665,0.7260466880725707,0.5271437932611487,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.6262673300128885,0.10142850533676451,0.7352509652467956,0.10177849165263396,0.7422619775115993,0.55095284325943,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.6367274472716278,0.10044235844979964,0.7526503408821197,0.10078219444408949,0.7593678860387351,0.5766395863469373,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.6473379478562225,0.10001771944382737,0.7707028300391056,0.10035324619122138,0.7772088691281144,0.6040536262514025,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.6579786105553083,0.10015939964846249,0.7892405787592222,0.10049636007084427,0.7956131029260898,0.6330002095476808,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.6685288724087114,0.10086579377037394,0.8080784464374031,0.10120996360464653,0.8143919402410248,0.6632342323295409,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.6788691947339621,0.10212889808189973,0.8270136071121796,0.10248621567318515,0.8333396250939404,0.6944549307517092,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.688882417547332,0.10393440110647933,0.845825689211975,0.10431109121912267,0.8522334775648259,0.7263019002822366,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.698455087033265,0.10626184577340192,0.8642776871950834,0.10666453220018873,0.8708347966249209,0.7583532430127674,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.7074787410214407,0.10908486120459154,0.882117898357278,0.10952066230738948,0.8888907481094122,0.7901267620745104,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.7158511379065038,0.11237146150719304,0.8990831318380225,0.11284806208993561,0.9061374967813223,0.8210851630731208,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.7234774150863068,0.11608440818651919,0.9149033913610566,0.11661010047600504,0.9223047929274718,0.8506461310569866,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.7302711637930964,0.12018163207307492,0.9293081366449906,0.12076531827439899,0.9371221238091124,0.8781978749325015,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.7361554081393806,0.12461670998305796,0.9420340747060145,0.12526785908590324,0.9503263831059215,0.9031202344271828,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.7410634772854914,0.12933939071158107,0.9528342268656242,0.1300679431170704,0.9616708031927128,0.9248107337133173,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.7449397608468382,0.13429616439890255,0.9614877819013781,0.13511237962110775,0.9709346578799782,0.9427141098725104,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.7477403389817867,0.13943086881851874,0.9678100199045946,0.14034511401915348,0.9779330169581049,0.9563529856567811,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.7494334800210137,0.1446853257176317,0.9716614273567121,0.1457078060966996,0.9825256709981661,0.9653566941703966,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.75,0.15,0.9729550745276566,0.1511404359364668,0.984624298107752,0.9694850084241833,ROAM
