k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
49,49.0,50.0,0.0,1.0,1.0,1.0,0.578115725132925,0.12571471024567935,0.6596278945238634,0.1263833350212598,0.671626165813305,0.4510817066050811,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.576756480331216,0.12293158691506909,0.6575887227258361,0.12355651777064298,0.6690957639529664,0.4476891413398038,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.5757269922661543,0.1203828220269213,0.6560474464818146,0.12096946173867427,0.6671070848886661,0.44503186270865397,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.5751225540458501,0.11808452969348615,0.6551437977229944,0.11863802302624848,0.6657990509173803,0.4432883762024844,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.5750321067494096,0.11605124045887832,0.6550086577558394,0.11657647981962481,0.6653017491200829,0.44262641738224173,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.5755355279004493,0.11429580943229828,0.6557611012276632,0.11479744958074665,0.665733487450918,0.4432010763135616,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.5767011240413196,0.11282933501389326,0.6575057775260872,0.11331181546448249,0.6671981827043907,0.4451534150040415,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.578583393820384,0.11166108872709815,0.6603306149491273,0.11212866250682746,0.6697830678620225,0.44860935799466256,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.5812211213112851,0.11079845660107898,0.664304822156294,0.1112552240893921,0.6735566951840701,0.45367862162728634,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.5846358510613773,0.11024689247387862,0.6694771550738948,0.11069683912897772,0.6785672047476083,0.46045345135898263,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.5888307868232767,0.11000988351149672,0.675874414925365,0.110456920367862,0.6848408253074992,0.4690069560078567,ROAM
60,60.0,61.0,0.0,1.0,1.0,1.0,0.5937901452991299,0.11008892816090335,0.6835001441168201,0.11053693405278668,0.6923805751156685,0.4793908607975039,ROAM
61,61.0,62.0,0.0,1.0,1.0,1.0,0.5994789847895216,0.1104835266763749,0.6923334915617297,0.1109363911916316,0.7011651349209246,0.4916325464286784,ROAM
62,62.0,63.0,0.0,1.0,1.0,1.0,0.6058435166764133,0.11119118427904745,0.7023282284127038,0.11165285047015872,0.7111478745264157,0.5057312994434386,ROAM
63,63.0,64.0,0.0,1.0,1.0,1.0,0.6128118954839835,0.11220742692971196,0.7134119101996367,0.11268193280127173,0.722256029116078,0.5216537715945249,ROAM
64,64.0,65.0,0.0,1.0,1.0,1.0,0.6202954711603557,0.11352582961513065,0.7254852033092777,0.11401734737041519,0.7343900433162815,0.5393287357220898,ROAM
65,65.0,66.0,0.0,1.0,1.0,1.0,0.628190475512639,0.11513805696903938,0.7384214236133053,0.11565092893742714,0.74742313063966,0.5586413362151903,ROAM
66,66.0,67.0,0.0,1.0,1.0,1.0,0.6363801037033502,0.11703391597101695,0.7520663731547631,0.11757268606140261,0.7612011338259111,0.5794271661378527,ROAM
67,67.0,68.0,0.0,1.0,1.0,1.0,0.6447369416569289,0.11920142039004195,0.7662386060224629,0.11977085983439002,0.7755428164999765,0.6014666602247162,ROAM
68,68.0,69.0,0.0,1.0,1.0,1.0,0.6531256813852067,0.12162686656530461,0.7807303035408228,0.1222319926446796,0.7902407651423928,0.6244804668928344,ROAM
69,69.0,70.0,0.0,1.0,1.0,1.0,0.6614060588442134,0.12429492004516252,0.7953089852501652,0.12494100644274249,0.8050631261650063,0.6481266371105728,ROAM
70,70.0,71.0,0.0,1.0,1.0,1.0,0.6694359431691659,0.12718871253648123,0.8097203156598407,0.1278812899531652,0.8197564357248789,0.6720006139123574,ROAM
71,71.0,72.0,0.0,1.0,1.0,1.0,0.6770745021463835,0.1302899485514145,0.8236922734333244,0.13103479426369402,0.8340498058398473,0.695639078621487,ROAM
72,72.0,73.0,0.0,1.0,1.0,1.0,0.6841853666719592,0.13357902107736902,0.8369409129448826,0.1343821362261748,0.8476606929059078,0.7185286502977238,ROAM
73,73.0,74.0,0.0,1.0,1.0,1.0,0.6906397167716933,0.1370351355388511,0.8491778520490817,0.13790270912114877,0.8603023780006912,0.7401201815936441,ROAM
74,74.0,75.0,0.0,1.0,1.0,1.0,0.6963192135207752,0.14063644126746797,0.8601194544568982,0.14157480006467796,0.8716931225773126,0.7598488999485857,ROAM
75,75.0,76.0,0.0,1.0,1.0,1.0,0.7011187048617898,0.14436016964888862,0.8694974434819692,0.14537571366848243,0.8815667316467318,0.7771599023463008,ROAM
76,76.0,77.0,0.0,1.0,1.0,1.0,0.7049486387848986,0.14818277807335475,0.8770704091924971,0.1492819014980688,0.889683982544349,0.7915375887959735,ROAM
77,77.0,78.0,0.0,1.0,1.0,1.0,0.7077371244680135,0.15208009877963927,0.8826353990813172,0.1532690969034026,0.8958441068495235,0.8025366637770205,ROAM
78,78.0,79.0,0.0,1.0,1.0,1.0,0.7094315905989718,0.15602749165141425,0.886038577019714,0.1573124548180868,0.8998953096933067,0.8098115684080123,ROAM
79,79.0,80.0,0.0,1.0,1.0,1.0,0.71,0.16,0.8871838632580928,0.16138669613152554,0.9017432411245475,0.8131408729138039,ROAM
