k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
32,32.0,33.0,0.0,1.0,1.0,1.0,0.5186347983728472,0.8,0.5744704071645031,1.0986122886681098,1.2397440096730987,1.5369652095203323,ROAM
33,33.0,34.0,0.0,1.0,1.0,1.0,0.5165339862780209,0.18471245943083614,0.5716008588255389,0.1868572561616878,0.6013677543653038,0.3616431759903683,ROAM
34,34.0,35.0,0.0,1.0,1.0,1.0,0.5147079803167239,0.18118095732042638,0.5691135674559473,0.18320345896972764,0.5978743681083073,0.35745376004090773,ROAM
35,35.0,36.0,0.0,1.0,1.0,1.0,0.5131683250865636,0.17751554237819123,0.5670212667637962,0.17941621966141932,0.5947295997678397,0.3537032968400148,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.511924754783629,0.17373938853755128,0.5653346025811556,0.17551987791441967,0.5919547621387009,0.35041044041868596,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.5109851316597682,0.16987636985889765,0.5640621137708071,0.17153935687288777,0.5895691809685737,0.3475918191479548,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.5103553963149013,0.16595090959009526,0.5632102172835627,0.16750000122133135,0.5875899924792319,0.34526199926174383,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5100395301386349,0.1619878257548463,0.5627831971340064,0.16342741613319697,0.5860319507674876,0.34343344732034703,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.5100395301386349,0.1580121742451537,0.5627831971340064,0.159347307914206,0.5849072503533177,0.34211649151587864,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.5103553963149013,0.1540490904099048,0.5632102172835627,0.15528532703995213,0.5842253688830217,0.34131928164650277,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.5109851316597682,0.15012363014110236,0.5640621137708071,0.1512669141842828,0.5839929344764593,0.34104774751842604,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.511924754783629,0.14626061146244873,0.5653346025811556,0.1473171497524813,0.5842136214491992,0.3413055554867882,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.5131683250865636,0.14248445762180884,0.5670212667637962,0.14346060737274824,0.5848880771824452,0.34209406283017796,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.5147079803167239,0.1388190426795736,0.5691135674559473,0.13972121176101004,0.5860138818137333,0.34341226967840016,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.5165339862780209,0.13528754056916387,0.5716008588255389,0.13612210135637146,0.5875855412514572,0.34525676828776797,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.5186347983728472,0.13191227858396146,0.5744704071645031,0.13268549612512442,0.5895945128558444,0.3476216895897205,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.5209971345907395,0.8,0.5777074144504845,1.0986122886681098,1.2412472829874175,1.5406948175236461,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.5236060594815254,0.12571471024567935,0.5812950467962956,0.1263833350212598,0.5948753472795822,0.3538766788010036,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.5264450785820483,0.12293158691506909,0.5852144683245846,0.12355651777064298,0.5981155298268332,0.35774218702003346,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.5294962426994738,0.1203828220269213,0.5894448811393354,0.12096946173867427,0.6017299050028259,0.36207887857470983,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.5327402613918667,0.11808452969348615,0.5939635722138976,0.11863802302624848,0.6056960505275485,0.3668677056246706,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.5361566249285747,0.11605124045887832,0.5987459681734205,0.11657647981962481,0.6099891884706335,0.3720868100510621,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.5397237339593504,0.11429580943229828,0.6037656991122314,0.11479744958074665,0.6145823572595667,0.37771147385472564,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.5434190360723967,0.11282933501389326,0.6089946727462748,0.11331181546448249,0.6194465908835074,0.3837140789571994,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.5472191683779764,0.11166108872709815,0.614403160347672,0.11212866250682746,0.6245511031138902,0.39006408040077706,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.5511001052161225,0.11079845660107898,0.619959896031312,0.1112552240893921,0.6298634753455197,0.3967279975743361,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.555037310054597,0.11024689247387862,0.6256321910489098,0.11069683912897772,0.6353498474618581,0.4036694286698063,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.5590058906167465,0.11000988351149672,0.6313860647795282,0.110456920367862,0.6409751118841751,0.4108490940549308,ROAM
60,60.0,61.0,0.0,1.0,1.0,1.0,0.562980756258491,0.11008892816090335,0.6371863940715908,0.11053693405278668,0.6467031116205849,0.4182249145797467,ROAM
61,61.0,62.0,0.0,1.0,1.0,1.0,0.5669367765994535,0.1104835266763749,0.6429970824741688,0.1109363911916316,0.652496843640577,0.42575213096091563,ROAM
62,62.0,63.0,0.0,1.0,1.0,1.0,0.570848940405316,0.11119118427904745,0.6487812506798932,0.11165285047015872,0.6583186692262936,0.4333834702518781,ROAM
63,63.0,64.0,0.0,1.0,1.0,1.0,0.5746925137168961,0.11220742692971196,0.6545014491753254,0.11268193280127173,0.664130533067432,0.4410693649524314,ROAM
64,64.0,65.0,0.0,1.0,1.0,1.0,0.5784431962262004,0.11352582961513065,0.6601198936475814,0.11401734737041519,0.6698941927578415,0.44875822949068006,ROAM
65,65.0,66.0,0.0,1.0,1.0,1.0,0.5820772749107956,0.11513805696903938,0.6655987231241782,0.11565092893742714,0.6755714600163526,0.4563967975886263,ROAM
66,66.0,67.0,0.0,1.0,1.0,1.0,0.5855717739551711,0.11703391597101695,0.670900280128804,0.11757268606140261,0.6811244544021311,0.46393052238460075,ROAM
67,67.0,68.0,0.0,1.0,1.0,1.0,0.5889046000112425,0.11920142039004195,0.6759874113297908,0.11977085983439002,0.6865158695484183,0.47130403914182084,ROAM
68,68.0,69.0,0.0,1.0,1.0,1.0,0.5920546818796111,0.12162686656530461,0.6808237862606998,0.1222319926446796,0.6917092510327183,0.4784616879642441,ROAM
69,69.0,70.0,0.0,1.0,1.0,1.0,0.5950021037284713,0.12429492004516252,0.6853742307341668,0.12494100644274249,0.6966692839829931,0.4853480912453763,ROAM
70,70.0,71.0,0.0,1.0,1.0,1.0,0.5977282310079115,0.12718871253648123,0.6896050705917043,0.1278812899531652,0.7013620874454756,0.49190877770587493,ROAM
71,71.0,72.0,0.0,1.0,1.0,1.0,0.6002158282635384,0.1302899485514145,0.6934844804834412,0.13103479426369402,0.7057555114762598,0.49809084197911707,ROAM
72,72.0,73.0,0.0,1.0,1.0,1.0,0.6024491681045683,0.13357902107736902,0.6969828315096872,0.1343821362261748,0.7098194319374268,0.5038436259559713,ROAM
73,73.0,74.0,0.0,1.0,1.0,1.0,0.6044141306374566,0.1370351355388511,0.7000730308413641,0.13790270912114877,0.7135260371523703,0.5091194056943656,ROAM
74,74.0,75.0,0.0,1.0,1.0,1.0,0.6060982927364104,0.14063644126746797,0.702730845928665,0.14157480006467796,0.7168500999741652,0.5138740658329706,ROAM
75,75.0,76.0,0.0,1.0,1.0,1.0,0.6074910065863892,0.14436016964888862,0.7049352056609612,0.14537571366848243,0.7197692285065278,0.5180677423048823,ROAM
76,76.0,77.0,0.0,1.0,1.0,1.0,0.6085834670020206,0.14818277807335475,0.7066684708989082,0.1492819014980688,0.7222640887358862,0.5216654138774801,ROAM
77,77.0,78.0,0.0,1.0,1.0,1.0,0.6093687670968168,0.15208009877963927,0.7079166671886024,0.1532690969034026,0.7243185927124908,0.5246374237490031,ROAM
78,78.0,79.0,0.0,1.0,1.0,1.0,0.6098419419507348,0.15602749165141425,0.7086696731936589,0.1573124548180868,0.725920046661683,0.5269599141453,ROAM
79,79.0,80.0,0.0,1.0,1.0,1.0,0.6100000000000001,0.16,0.7089213594274084,0.16138669613152554,0.7270592544907561,0.5286151595406541,ROAM
