k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
25,25.0,26.0,0.0,1.0,1.0,1.0,0.3504924682237114,0.1782816762270807,0.3660050819386883,0.1802073925257802,0.4079637536912888,0.16643442432588654,ROAM
26,26.0,27.0,0.0,1.0,1.0,1.0,0.33885853191917015,0.17757950381644869,0.35280242490771946,0.17948226299172398,0.3958325829809837,0.15668343374939736,ROAM
27,27.0,28.0,0.0,1.0,1.0,1.0,0.32731504291106933,0.17676618812260553,0.33981815662211834,0.17864258971906416,0.38391347258410774,0.14738955443158844,ROAM
28,28.0,29.0,0.0,1.0,1.0,1.0,0.3158749608095577,0.17584687118923148,0.3270581930195541,0.1776937799135073,0.3722124944721306,0.13854214104116586,ROAM
29,29.0,30.0,0.0,1.0,1.0,1.0,0.3045505914530263,0.17482736523397235,0.31452780924447044,0.17664193693647234,0.36073552177848334,0.13013011667279462,ROAM
30,30.0,31.0,0.0,1.0,1.0,1.0,0.29335350910663666,0.17371411590172828,0.3022316078422399,0.17549381878852194,0.3494882332953201,0.12214202521188408,ROAM
31,31.0,32.0,0.0,1.0,1.0,1.0,0.2822944832860892,0.1725141615132112,0.2901734880949275,0.17425679240174766,0.3384761186425459,0.1145660828913228,ROAM
32,32.0,33.0,0.0,1.0,1.0,1.0,0.27138341066927785,0.17123508856641542,0.2783566166218867,0.1729387841200179,0.3277044843606724,0.10739022907009418,ROAM
33,33.0,34.0,0.0,1.0,1.0,1.0,0.2606292525263062,0.16988498377233446,0.2667833994245673,0.17154822676652653,0.31717846130414945,0.10060217631526783,ROAM
34,34.0,35.0,0.0,1.0,1.0,1.0,0.250039978063452,0.16847238292817057,0.25545545560532024,0.17009400371322766,0.3069030138296417,0.09418945989771724,ROAM
35,35.0,36.0,0.0,1.0,1.0,1.0,0.23962251403927992,0.1670062169512765,0.2443735930337412,0.16858539037676631,0.29688295138102366,0.08813948682070726,ROAM
36,36.0,37.0,0.0,1.0,1.0,1.0,0.2293827009714432,0.1654957554150205,0.23353778627035335,0.1670319935708149,0.2871229431659859,0.08243958449229798,ROAM
37,37.0,38.0,0.0,1.0,1.0,1.0,0.21932525621105078,0.16395054794355907,0.2229471570855223,0.16544368914576701,0.27762753669381884,0.07707704913067773,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.20945374411805467,0.1623803638360381,0.2125999579308301,0.16383055834407798,0.26840118099502297,0.07203919395952307,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.19977055352621886,0.1607951303019385,0.20249355873030842,0.16220282329374244,0.25944825536458305,0.0673133972117259,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.19027688264014292,0.1592048696980615,0.1926244373596801,0.1605707820540409,0.2507731044541652,0.06288714991757964,ROAM
41,41.0,42.0,0.0,1.0,1.0,1.0,0.1809727314598269,0.1576196361639619,0.18298817417302757,0.15894474361732375,0.2423800804743555,0.058748103410755044,ROAM
42,42.0,43.0,0.0,1.0,1.0,1.0,0.17185690178067106,0.15604945205644094,0.17357945091819005,0.15733496325873308,0.23427359314418525,0.05488411644468724,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.16292700476891153,0.1545042445849795,0.164392054355019,0.1557515786128225,0.22645816782675282,0.05128330177544975,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.15417947606459637,0.15299378304872352,0.1554188848548674,0.15420454684238005,0.21893851199913258,0.04793407203639432,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.14560959831661652,0.15152761707182943,0.14665197021604598,0.15270358325065184,0.21171958980178662,0.04482518470583679,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.13721153100731884,0.15011501622766554,0.13808248487927643,0.15125810167377293,0.20480670387560324,0.041945785952389035,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.1289783473781387,0.14876491143358458,0.1297007746704021,0.14987715697562756,0.19820558300209237,0.03928545313319933,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.12090207822279805,0.1474858384867888,0.12149638713588301,0.14856938995258145,0.1919224731967431,0.03683423571795458,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.11297376227119366,0.14628588409827176,0.11345810747110267,0.1473429749404908,0.18596422885931152,0.03458269441523839,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.10518350284543138,0.14517263476602765,0.10557399997350592,0.1462055704009802,0.18033839936819282,0.03252193828668181,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.09752053042981079,0.14415312881076853,0.09783145488336258,0.14516427274803811,0.17505330515892067,0.030643659647062203,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.08997327075917064,0.14323381187739448,0.09021724040578873,0.14422557365933683,0.17011809593279803,0.028940166563800673,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.08252941799511947,0.14242049618355132,0.08271755963982513,0.14339532109916903,0.16554278234312064,0.027404412785901815,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.07517601252750893,0.14171832377291932,0.0753181120750678,0.14267868426135988,0.1613382315172238,0.026030024949105304,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.06789952290926074,0.1411317340055573,0.06800415925469852,0.14208012262083952,0.1575161163814395,0.024811326919891193,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.060685931406532626,0.14066443549083926,0.06076059414682623,0.1416033592616743,0.1540888093122474,0.023743361155266138,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.05352082262334434,0.1403193826404316,0.05357201371474263,0.14125135862723784,0.15106921250702648,0.022821906967493127,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.04638947464035303,0.14009875698955146,0.04642279413186855,0.14102630881489844,0.1484705209560637,0.022043495592964948,DENY
59,59.0,60.0,0.0,1.0,1.0,1.0,0.03927695209156686,0.1400039534045987,0.03929716804951659,0.14092960851320152,0.14630591912973376,0.021405421972396196,DENY
60,60.0,61.0,0.0,1.0,1.0,1.0,0.03216820059053755,0.14003557126436134,0.032179303295738676,0.14096185865419783,0.14458821928443957,0.020905753155845183,DENY
61,61.0,62.0,0.0,1.0,1.0,1.0,0.025048141909039146,0.14019341067054997,0.02505338236193109,0.14112285882751327,0.14332945702619318,0.020543333251423358,DENY
62,62.0,63.0,0.0,1.0,1.0,1.0,0.01790176930648062,0.14047647371161898,0.017903682020904674,0.14141160847621673,0.14254046738290316,0.020317784841736478,DENY
63,63.0,64.0,0.0,1.0,1.0,1.0,0.010714242407352713,0.14088297077188477,0.010714652416044551,0.14182631286779548,0.14223047070888312,0.020229506798070458,DENY
64,64.0,65.0,0.0,1.0,1.0,1.0,0.0034709810268594397,0.14141033184605226,0.003470994966083654,0.1423643938068666,0.1424067007905568,0.020279668430051172,DENY
65,65.0,66.0,0.0,1.0,1.0,1.0,-0.003842242648459457,0.14205522278761576,-0.0038422615560834493,0.14302250502992664,0.1430741063886151,0.02047019991890075,DENY
66,66.0,67.0,0.0,1.0,1.0,1.0,-0.011239214107910029,0.14281356638840678,-0.011239687389375367,0.14379655219671802,0.14423515173588697,0.02080377899627434,DENY
67,67.0,68.0,0.0,1.0,1.0,1.0,-0.018733189360343128,0.1436805681560168,-0.018735381182802144,0.14468171736790872,0.1458897318134224,0.021283813848592313,DENY
68,68.0,69.0,0.0,1.0,1.0,1.0,-0.026336811125397968,0.14465074662612185,-0.026342902974092395,0.1456724878349115,0.14803520611366366,0.021914422249114884,DENY
69,69.0,70.0,0.0,1.0,1.0,1.0,-0.03406202890215771,0.145717968018065,-0.034075211249685176,0.14676268914495086,0.150666542227424,0.022700406946768142,DENY
70,70.0,71.0,0.0,1.0,1.0,1.0,-0.041920023420569566,0.1468754850145925,-0.04194460453322731,0.1479455221429815,0.1537765501356051,0.02364722737160827,DENY
71,71.0,72.0,0.0,1.0,1.0,1.0,-0.04992113595326952,0.1481159794205658,-0.04996266788987999,0.14921360383178894,0.15735618116599204,0.024760967751144506,DENY
72,72.0,73.0,0.0,1.0,1.0,1.0,-0.05807480293472744,0.1494316084309476,-0.058140224668979765,0.15055901183251016,0.16139486289390187,0.026048301768541383,DENY
73,73.0,74.0,0.0,1.0,1.0,1.0,-0.0663894963010704,0.15081405421554045,-0.06648729373906383,0.15197333220980666,0.16588084256989055,0.027516453931696813,DENY
74,74.0,75.0,0.0,1.0,1.0,1.0,-0.07487266992777404,0.15225457650698718,-0.07501305239824885,0.1534477104088622,0.170801515976365,0.02917315785982447,DENY
75,75.0,76.0,0.0,1.0,1.0,1.0,-0.08353071250386276,0.15374406785955544,-0.08372580507081405,0.15497290503511088,0.17614372463922023,0.031026611729777442,DENY
76,76.0,77.0,0.0,1.0,1.0,1.0,-0.09236890714055995,0.1552731112293419,-0.092632957829004,0.1565393441919379,0.1818940107760342,0.033085431156192044,DENY
77,77.0,78.0,0.0,1.0,1.0,1.0,-0.10139139796975813,0.1568320395118557,-0.10174099870900463,0.15813718407639316,0.18803882526201002,0.035358599805916734,DENY
78,78.0,79.0,0.0,1.0,1.0,1.0,-0.11060116394348327,0.1584109966605657,-0.11105548372318631,0.15975636951805766,0.19456468864257226,0.03785541806658109,DENY
79,79.0,80.0,0.0,1.0,1.0,1.0,-0.12000000000000002,0.16,-0.12058102840844405,0.16138669613152554,0.20145830859085298,0.04058545010028735,DENY
