k,x,x_next,r,dx_raw,dx,dx_perm,a,s,u,v,R,Psi,event
37,37.0,38.0,0.0,1.0,1.0,1.0,0.5607881053278145,0.1579010958871181,0.6339820979913035,0.15923338720021482,0.6536731386348289,0.4272885721727082,ROAM
38,38.0,39.0,0.0,1.0,1.0,1.0,0.560284317051921,0.1547607276720762,0.6332474976122617,0.15601434475683879,0.6521831560245153,0.4253428690020972,ROAM
39,39.0,40.0,0.0,1.0,1.0,1.0,0.5600316241109079,0.15159026060387704,0.6328792602770467,0.15276769954109107,0.6510561635618688,0.42387412811189884,ROAM
40,40.0,41.0,0.0,1.0,1.0,1.0,0.5600316241109079,0.98,0.6328792602770467,2.2975599250672945,2.3831319240369497,5.679317767364054,SPIKE
41,41.0,42.0,0.0,1.0,1.0,1.0,0.560284317051921,0.14523927232792383,0.6332474976122617,0.14627364326348102,0.649921819872024,0.42239837194576363,SPIKE
42,42.0,43.0,0.0,1.0,1.0,1.0,0.5607881053278145,0.1420989041128819,0.6339820979913035,0.14306708626724024,0.6499242200029575,0.42240149174645264,ROAM
43,43.0,44.0,0.0,1.0,1.0,1.0,0.5615398038269032,0.13900848916995898,0.6350793160823703,0.13991438594080427,0.6503089827988259,0.4229017731088436,ROAM
44,44.0,45.0,0.0,1.0,1.0,1.0,0.5625346600692509,0.13598756609744705,0.6365335420824604,0.1368352470465095,0.6510751377762191,0.4238988350303226,ROAM
45,45.0,46.0,0.0,1.0,1.0,1.0,0.5637663842533791,0.13305523414365888,0.6383373117414057,0.13384887131874754,0.6522193219420498,0.4253900439145472,ROAM
46,46.0,47.0,0.0,1.0,1.0,1.0,0.5652271890224166,0.13023003245533107,0.6404813200505766,0.13097384398364997,0.6537357793035214,0.4273704691415825,ROAM
47,47.0,48.0,0.0,1.0,1.0,1.0,0.5669078386982777,0.12752982286716916,0.6429544388848852,0.12822802445386167,0.6556163792471309,0.42983283673711775,ROAM
48,48.0,49.0,0.0,1.0,1.0,1.0,0.5687977076725915,0.1249716769735776,0.6457437389721191,0.12562844164565715,0.6578506530908126,0.43276748177200863,ROAM
49,49.0,50.0,0.0,1.0,1.0,1.0,0.5708848475852202,0.12257176819654347,0.6488345166561031,0.12319119436421985,0.6604258477476801,0.43616230037324194,ROAM
50,50.0,51.0,0.0,1.0,1.0,1.0,0.5731560628656385,0.12034526953205527,0.652210326019416,0.1209313572042267,0.6633269951702623,0.44000270252160917,ROAM
51,51.0,52.0,0.0,1.0,1.0,1.0,0.575596994159579,0.11830625762153704,0.6558530170361119,0.11886289241460186,0.66653699608389,0.44427156714853566,ROAM
52,52.0,53.0,0.0,1.0,1.0,1.0,0.5781922091134933,0.11646762375478892,0.6597427805328508,0.11699856817605979,0.6700367164719151,0.4489492014204655,ROAM
53,53.0,54.0,0.0,1.0,1.0,1.0,0.5809252999428597,0.11484099236710264,0.6638582008445555,0.11534988373564745,0.6738050953401863,0.45401330650639754,ROAM
54,54.0,55.0,0.0,1.0,1.0,1.0,0.5837789871674802,0.11343664754583863,0.668176317153535,0.1139270018319833,0.6778192624522308,0.45943895255128614,ROAM
55,55.0,56.0,0.0,1.0,1.0,1.0,0.5867352288579173,0.11226346801111461,0.6726726945930066,0.11273868882674587,0.6820546649715037,0.46519856600939014,ROAM
56,56.0,57.0,0.0,1.0,1.0,1.0,0.589775334702381,0.11132887098167851,0.6773215062699813,0.11179226293112128,0.6864852022491797,0.4712619329070972,ROAM
57,57.0,58.0,0.0,1.0,1.0,1.0,0.592880084172898,0.11063876528086317,0.6820956274102469,0.11109355087986184,0.6910833683277834,0.4775962219792747,ROAM
58,58.0,59.0,0.0,1.0,1.0,1.0,0.5960298480436775,0.11019751397910289,0.6869667428405348,0.11064685336038356,0.6958204020632678,0.48416603192748764,ROAM
59,59.0,60.0,0.0,1.0,1.0,1.0,0.5992047124933971,0.11000790680919736,0.6919054689900684,0.1104549194505473,0.7006664450715429,0.4909334672491934,ROAM
60,60.0,61.0,0.0,1.0,1.0,1.0,0.6023846050067927,0.11007114252872266,0.6968814915056176,0.11051893025756114,0.7055907079521171,0.4978582471483698,ROAM
61,61.0,62.0,0.0,1.0,1.0,1.0,0.6055494212795627,0.11038682134109992,0.7018637194214005,0.1108384918833955,0.7105616454066656,0.5048978519230279,ROAM
62,62.0,63.0,0.0,1.0,1.0,1.0,0.6086791523242527,0.11095294742323795,0.7068204565993051,0.11141163777116425,0.7155471409334981,0.5120077108981035,ROAM
63,63.0,64.0,0.0,1.0,1.0,1.0,0.6117540109735168,0.11176594154376956,0.7117195908496089,0.11223484041427306,0.7205147017250599,0.5191414354019521,ROAM
64,64.0,65.0,0.0,1.0,1.0,1.0,0.6147545569809603,0.11282066369210451,0.71652880075424,0.11330303233805732,0.7254316642160777,0.5262510994473082,ROAM
65,65.0,66.0,0.0,1.0,1.0,1.0,0.6176618199286364,0.1141104455752315,0.7212157797442637,0.11460963619438046,0.7302654104233162,0.5332875696607344,ROAM
66,66.0,67.0,0.0,1.0,1.0,1.0,0.6204574191641369,0.11562713277681355,0.7257484764361379,0.11614660374531266,0.7349835947903505,0.5402008846109461,ROAM
67,67.0,68.0,0.0,1.0,1.0,1.0,0.6231236800089939,0.11736113631203356,0.730095349618578,0.11790446345434301,0.7395543807166112,0.5469406820371303,ROAM
68,68.0,69.0,0.0,1.0,1.0,1.0,0.6256437455036888,0.11930149325224368,0.7342256356210436,0.11987237635396508,0.7439466853315982,0.553456670615872,ROAM
69,69.0,70.0,0.0,1.0,1.0,1.0,0.628001682982777,0.12143593603613,0.7381096251097468,0.12203819981779189,0.7481304304026258,0.5596991408944182,ROAM
70,70.0,71.0,0.0,1.0,1.0,1.0,0.6301825848063292,0.12375097002918498,0.7417189456775235,0.12438855883393748,0.7520767965744993,0.5656195079457609,ROAM
71,71.0,72.0,0.0,1.0,1.0,1.0,0.6321726626108306,0.1262319588411316,0.7450268459547492,0.12690892435400652,0.7557584774741019,0.5711708762739726,ROAM
72,72.0,73.0,0.0,1.0,1.0,1.0,0.6339593344836545,0.1288632168618952,0.7480084764079312,0.12958369827786995,0.7591499296169925,0.5763086156374846,ROAM
73,73.0,74.0,0.0,1.0,1.0,1.0,0.6355313045099653,0.1316281084310809,0.7506411615499345,0.13239630462716132,0.7622276135721948,0.5809909348919632,ROAM
74,74.0,75.0,0.0,1.0,1.0,1.0,0.6368786341891283,0.13450915301397437,0.7529046579984731,0.13532928645836395,0.7649702215178886,0.5851794398091276,ROAM
75,75.0,76.0,0.0,1.0,1.0,1.0,0.6379928052691113,0.1374881357191109,0.7547813927201474,0.13836440806738612,0.7673588861910726,0.5888396602164035,ROAM
76,76.0,77.0,0.0,1.0,1.0,1.0,0.6388667736016164,0.14054622245868378,0.7562566759103984,0.14148276203934168,0.7693773663250865,0.5919415318133263,ROAM
77,77.0,78.0,0.0,1.0,1.0,1.0,0.6394950136774533,0.1436640790237114,0.7573188832988094,0.14466488069748742,0.7710122039943167,0.5944598187081738,ROAM
78,78.0,79.0,0.0,1.0,1.0,1.0,0.6398735535605878,0.1468219933211314,0.757959603234529,0.1478908515016068,0.7722528498447351,0.596374464093315,ROAM
79,79.0,80.0,0.0,1.0,1.0,1.0,0.64,0.15,0.7581737446840442,0.1511404359364668,0.7730917529655141,0.5976708585032915,ROAM
